Loan_ID,Age,Income,Employment_Length,Education_Level,Marital_Status,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Credit_Score,Debt_to_Income_Ratio,Number_of_Credit_Cards,Current_Total_Debt,Payment_History_Score,Account_Balance,Number_of_Bank_Accounts,Previous_Loans,Default_History,Risk_Level
LN100476,23,109900,13,Bachelor,Widowed,29506,24,4.77,Business,740,13.91,2,125826,846,1642,7,0,0,Low
LN100477,23,191711,24,Master,Divorced,22562,24,9.37,Home,425,57.16,2,58858,473,97013,7,4,0,Medium
LN100478,61,124679,26,Bachelor,Divorced,25239,36,18.35,Medical,518,14.97,9,107716,691,62845,2,2,0,Low
LN100479,40,43482,39,Master,Widowed,18065,60,5.45,Education,577,52.74,8,181161,401,89686,5,3,1,High
LN100480,50,89212,22,High School,Married,46291,48,8.63,Home,784,10.02,0,161036,592,8769,2,4,1,Medium
LN100481,33,50048,30,Doctorate,Married,43805,36,16.34,Business,440,54.11,6,77992,384,95369,5,4,0,High
LN100482,41,154137,28,Master,Married,38295,12,12.46,Business,409,10.99,9,100259,500,69445,6,0,0,High
LN100483,22,153108,29,Bachelor,Single,23443,60,17.23,Education,351,47.89,6,117185,840,50375,3,3,1,Medium
LN100484,58,55814,25,Doctorate,Married,14290,60,5.34,Education,618,28.08,7,174312,596,32078,6,1,1,Medium
LN100485,59,167996,19,Doctorate,Single,5211,24,18.69,Home,498,46.91,5,101282,355,12268,5,0,0,High
LN100486,30,149493,37,Master,Widowed,23098,60,18.93,Medical,345,30.09,7,144747,771,10844,4,3,0,Medium
LN100487,64,80204,18,Master,Married,24072,60,6.06,Other,804,13.55,0,98677,315,74174,9,4,0,Low
LN100488,29,52844,26,Associate,Married,48290,12,4.06,Business,839,48.38,0,61049,365,60763,8,4,1,Medium
LN100489,22,101943,24,Associate,Divorced,24650,36,19.83,Education,813,13.56,8,180508,771,11233,7,2,0,Low
LN100490,54,41518,39,Doctorate,Widowed,20115,60,11.46,Other,316,56.11,3,41213,322,30496,1,1,0,Medium
LN100491,48,168131,37,Associate,Married,10149,24,12.94,Other,614,12.55,2,160183,785,17806,9,0,0,Medium
LN100492,45,43052,22,Bachelor,Single,46992,36,13.66,Other,735,33.97,5,5284,714,40326,9,2,1,High
LN100493,45,89803,28,High School,Widowed,22716,24,16.53,Medical,687,46.15,9,18585,604,78807,6,2,0,Medium
LN100494,47,91524,14,Doctorate,Divorced,37188,60,16.9,Education,376,29.66,8,197111,476,39513,7,1,0,High
LN100495,35,109572,2,High School,Widowed,18621,36,6.7,Business,670,20.86,9,96131,494,51761,3,0,0,Low
LN100496,61,159752,9,Associate,Single,11820,60,7.4,Education,464,47.95,3,8131,312,19465,5,0,1,Low
LN100497,44,87021,14,Master,Divorced,47800,12,17.97,Home,323,49.21,8,44382,465,39502,7,4,0,High
LN100498,52,40043,15,Doctorate,Single,35399,36,17.02,Business,334,56.13,4,165599,449,79396,1,0,0,Medium
LN100499,43,22419,16,Associate,Widowed,19002,24,13.69,Education,813,28.81,6,163008,640,8250,1,2,0,Medium
LN100500,56,141831,18,Bachelor,Divorced,48098,12,19.91,Business,760,35.31,2,88081,473,60503,5,4,0,Low
LN100501,66,121799,10,Doctorate,Single,33750,48,15.63,Home,437,28.16,2,54441,466,21310,9,0,0,Medium
LN100502,68,168212,4,Doctorate,Widowed,31074,24,7.06,Business,564,22.85,2,186670,396,93518,7,1,0,High
LN100503,35,194556,4,Master,Single,22310,60,17.47,Other,632,47.55,7,80220,703,32206,1,2,0,Low
LN100504,50,196282,13,Doctorate,Married,22006,24,10.34,Medical,487,26.98,5,152714,376,9764,5,3,1,Medium
LN100505,42,77600,25,Master,Widowed,14671,48,4.1,Home,362,31.41,8,13651,536,55596,8,1,0,Low
LN100506,48,136467,7,Associate,Divorced,49345,24,8.8,Business,578,30.18,8,133737,590,12842,8,1,0,Low
LN100507,54,98497,4,Bachelor,Divorced,32894,12,16.1,Home,841,45.63,7,7918,435,89579,2,0,0,Medium
LN100508,19,128611,6,Bachelor,Married,31193,24,19.34,Other,470,55.89,0,24007,666,2976,7,4,0,Low
LN100509,50,157559,15,Doctorate,Single,15222,36,8.06,Medical,802,43.34,5,26035,847,7426,5,4,0,Low
LN100510,56,80692,13,Doctorate,Single,28786,48,7.57,Home,832,33.58,3,90352,547,22887,9,2,0,Medium
LN100511,60,82112,36,Associate,Divorced,36509,24,12.8,Other,598,48.96,3,77749,513,26710,3,0,0,Medium
LN100512,60,182182,3,Master,Single,5386,48,16.89,Other,500,42.05,2,115049,369,41387,1,4,0,Low
LN100513,49,36360,35,Bachelor,Widowed,6634,12,15.82,Other,434,13.03,8,89148,628,47470,4,3,0,High
LN100514,35,103038,16,Master,Widowed,45878,36,12.74,Business,571,14.78,1,23211,315,6486,7,0,0,Low
LN100515,34,23017,35,Associate,Divorced,9133,60,13.92,Education,834,11.9,0,186659,786,39258,1,0,0,High
LN100516,51,106261,5,Bachelor,Widowed,47144,24,7.49,Home,741,32.84,9,27866,473,22623,2,4,0,Medium
LN100517,56,86320,15,Bachelor,Divorced,43349,12,10.64,Education,386,51.29,2,8344,573,23806,5,1,0,Low
LN100518,24,51127,28,High School,Single,39735,48,7.71,Other,330,25.65,3,69737,823,5973,9,0,0,Low
LN100519,59,154268,35,Associate,Single,26952,48,18.09,Education,420,29.21,3,71288,518,46215,1,1,0,Low
LN100520,52,95088,37,Associate,Single,29816,12,5.36,Other,368,55.47,5,63546,812,45939,4,2,0,Low
LN100521,47,192372,36,High School,Married,26529,24,14.72,Other,795,51.85,0,108879,698,29157,3,2,0,Medium
LN100522,29,51921,9,Master,Divorced,10767,60,7.79,Medical,445,43.25,0,11327,410,5521,5,4,1,Low
LN100523,52,24746,35,High School,Widowed,46521,24,11.35,Medical,632,23.34,1,180731,763,12891,5,2,0,Low
LN100524,28,88535,28,Associate,Single,23383,36,8.44,Education,780,15.85,3,177869,392,82331,2,4,0,Medium
LN100525,61,85350,13,Master,Married,9901,24,8.83,Home,562,10.8,6,28608,750,22474,5,4,1,Low
LN100526,21,101131,3,Bachelor,Widowed,47889,36,7.8,Education,592,15.35,5,160357,695,26507,9,1,0,Medium
LN100527,42,42063,35,High School,Widowed,19633,48,15.92,Home,728,24.63,8,89534,778,10687,5,1,0,Low
LN100528,65,137116,12,Master,Widowed,24163,36,9.53,Education,385,37.59,6,117209,615,98550,2,2,1,Medium
LN100529,49,108913,17,Master,Single,15707,60,15.48,Business,315,13.2,4,180706,652,11009,7,1,0,Medium
LN100530,37,98946,32,Master,Widowed,27576,12,11.03,Business,417,16.81,5,172361,538,88762,6,0,0,Medium
LN100531,67,197043,20,High School,Divorced,23061,36,12.53,Home,569,19.05,9,19007,403,88484,7,3,0,Low
LN100532,48,154670,15,Bachelor,Married,49706,24,12.46,Medical,694,41.6,8,26257,328,44291,8,0,0,Low
LN100533,21,30564,14,Master,Widowed,16548,36,19.6,Home,461,40.79,0,86054,388,48296,5,0,0,Low
LN100534,55,69725,4,High School,Widowed,20115,48,9.56,Education,403,37.54,8,30784,674,40225,2,4,0,Low
LN100535,64,106134,5,Associate,Divorced,14843,36,6.93,Other,466,22.53,5,170660,696,87638,7,3,0,Low
LN100536,18,125940,37,High School,Widowed,41945,60,18.54,Business,599,28.56,3,45221,663,34828,7,4,0,Medium
LN100537,20,82085,2,High School,Single,44979,36,6.38,Other,327,14.83,4,22378,446,36102,8,1,0,Medium
LN100538,54,37862,11,High School,Single,45641,60,17.27,Business,723,21.32,0,5696,613,56342,7,1,1,High
LN100539,39,30265,35,Master,Single,8841,24,5.98,Education,455,54.89,6,94531,847,33712,7,3,0,Medium
LN100540,34,160777,32,High School,Widowed,11416,48,14.37,Business,623,58.98,7,35635,751,26823,9,2,0,Medium
LN100541,31,82471,35,Associate,Married,15633,12,5.98,Home,647,42.38,4,127489,805,5361,8,1,0,High
LN100542,58,111080,32,Master,Married,42653,24,18.73,Other,420,55.84,1,59543,785,91374,2,0,0,Medium
LN100543,52,75828,30,Associate,Widowed,5594,24,12.82,Other,827,42.14,7,151279,400,80174,2,3,0,Medium
LN100544,30,136884,20,Doctorate,Married,19393,12,8.93,Education,463,11.66,9,159596,406,38052,7,3,0,High
LN100545,52,128007,26,High School,Married,40380,36,5.82,Other,361,59.84,6,160626,590,23265,3,1,0,High
LN100546,60,66104,26,Master,Widowed,27743,36,9.62,Education,639,14.95,9,12817,648,90287,1,1,1,Medium
LN100547,19,60934,7,Master,Single,36971,36,15.13,Medical,611,44.13,8,56258,526,42012,9,4,0,Medium
LN100548,64,134420,36,High School,Widowed,9861,48,9.85,Home,675,22.64,3,194654,349,10916,3,4,0,Medium
LN100549,30,26050,31,Bachelor,Single,42534,24,7.56,Business,645,29.6,8,132240,457,75045,1,0,0,Medium
LN100550,68,195024,25,Bachelor,Single,41126,60,13.03,Business,449,42.3,3,123475,627,45532,6,3,0,High
LN100551,33,28484,1,Associate,Married,19846,12,10.39,Business,476,31.82,2,175053,376,96638,4,2,1,Low
LN100552,35,82648,11,High School,Married,31177,24,6.24,Medical,653,22.53,2,66199,753,47659,1,2,0,High
LN100553,24,79945,21,High School,Single,38682,36,6.04,Home,813,26.72,9,65948,609,89860,4,3,1,Medium
LN100554,62,51323,16,Doctorate,Single,23228,12,15.17,Other,608,27.08,1,58782,626,14003,8,0,0,Low
LN100555,53,106332,6,Bachelor,Married,39763,60,19.58,Other,418,57.97,9,81759,807,93479,7,4,0,Medium
LN100556,58,114605,3,Bachelor,Divorced,29009,24,7.35,Home,818,49.93,2,62599,406,42634,1,4,0,Medium
LN100557,47,186433,36,High School,Single,5094,24,16.26,Home,777,32.93,7,17291,540,98637,9,4,0,Low
LN100558,59,30315,37,Associate,Single,46452,48,4.95,Business,713,19.99,7,109945,734,95479,6,2,0,High
LN100559,58,67968,31,High School,Single,20100,24,9.8,Other,650,50.55,1,185905,327,74992,2,2,0,Medium
LN100560,24,177591,10,Associate,Married,37917,24,11.86,Home,805,17.86,1,88057,548,11369,3,0,0,Medium
LN100561,32,29107,0,Bachelor,Widowed,22430,60,7.93,Other,494,20.52,1,91251,663,19329,7,2,1,High
LN100562,57,75781,24,Doctorate,Single,40571,60,12.24,Home,486,28.3,9,88154,832,78754,3,1,1,High
LN100563,36,23869,23,Master,Single,29974,12,18.06,Education,749,54.02,6,95535,771,86700,3,2,0,High
LN100564,60,100983,16,Bachelor,Single,36129,36,19.08,Business,795,16.59,5,165064,838,12410,5,4,1,Medium
LN100565,54,178442,7,Associate,Widowed,25860,60,5.16,Home,814,16.11,0,171422,712,29730,3,0,0,Medium
LN100566,19,27971,26,High School,Widowed,12276,12,7.99,Medical,572,34.7,1,2573,464,2665,3,3,0,Low
LN100567,59,116805,17,Bachelor,Single,5551,24,19.66,Home,351,23.82,0,9577,347,39899,5,3,0,Medium
LN100568,65,45651,26,Doctorate,Single,13486,12,7.96,Education,562,38.44,6,140784,783,37703,5,0,0,High
LN100569,30,76974,21,Associate,Divorced,22527,12,14.93,Medical,667,32.58,5,30948,457,65951,9,1,1,Medium
LN100570,57,43446,15,High School,Widowed,14745,12,7.68,Medical,432,31.75,1,78700,450,99011,1,3,0,Low
LN100571,58,189180,1,Master,Divorced,46128,12,9.38,Home,524,15.6,1,6217,524,24172,1,4,0,Low
LN100572,60,23823,4,Associate,Single,17997,60,6.66,Education,609,17.05,1,61178,559,2684,9,3,0,High
LN100573,60,164526,17,High School,Single,23330,36,17.63,Medical,315,51.05,7,86062,686,73030,5,3,0,High
LN100574,48,155004,2,Master,Single,45078,12,18.06,Business,494,54.29,6,97806,555,19750,4,4,0,Medium
LN100575,33,161292,26,High School,Single,43585,48,8.4,Business,742,21.73,0,158481,360,19887,2,2,0,Medium
LN100576,59,87965,16,Master,Married,29829,24,17.09,Other,602,15.67,3,181112,695,20826,9,1,0,Low
LN100577,61,179280,15,Master,Married,48336,24,9.41,Other,347,12.67,3,110657,696,6180,6,4,0,Medium
LN100578,23,30510,5,Master,Married,13070,24,5.13,Education,420,40.41,6,68035,461,46779,9,4,0,Medium
LN100579,45,195117,6,High School,Divorced,6320,24,16.01,Medical,798,45.77,1,94075,679,68095,5,0,0,Medium
LN100580,49,161609,13,Master,Widowed,28507,24,13.34,Business,768,28.64,3,141741,742,62288,4,1,0,Low
LN100581,61,125935,37,Associate,Single,43921,12,8.03,Business,340,43.98,0,190319,648,40905,7,2,1,Medium
LN100582,27,89134,39,Doctorate,Widowed,11589,36,7.67,Education,755,45.65,3,191047,330,69507,5,4,0,Low
LN100583,67,92254,14,Doctorate,Married,32459,48,19.6,Medical,833,56.77,0,160634,370,56068,8,2,0,High
LN100584,35,164854,32,Master,Single,20589,60,17.73,Education,670,13.24,1,22629,696,18113,8,4,0,High
LN100585,21,134780,26,Doctorate,Single,41375,48,16.86,Home,481,19.61,1,92282,737,42861,2,4,0,High
LN100586,26,145544,28,Doctorate,Divorced,48085,60,5.61,Business,816,13.43,9,193535,301,78487,5,0,0,High
LN100587,24,85587,36,Master,Widowed,48200,60,15.96,Education,530,53.4,2,47007,434,25617,8,3,1,Medium
LN100588,67,102238,4,Master,Divorced,38168,48,7.04,Education,647,49.63,7,150200,445,98330,3,1,0,Low
LN100589,25,95720,28,Associate,Married,31732,12,19.63,Home,778,38.73,5,3039,478,2583,7,0,1,Medium
LN100590,60,98004,31,Bachelor,Widowed,36511,24,4.36,Other,508,14.18,5,107615,563,91164,3,2,1,Low
LN100591,24,42072,5,High School,Married,27426,12,9.31,Business,577,23.67,8,4857,610,26250,6,4,1,Medium
LN100592,58,101015,1,Master,Divorced,35982,24,10.57,Education,352,24.89,7,191091,503,3055,2,4,0,Low
LN100593,57,92746,5,Master,Divorced,21746,36,17.1,Business,309,38.04,1,92432,329,72337,6,1,1,Medium
LN100594,20,196774,3,Doctorate,Single,33514,60,16.14,Other,763,22.9,5,81977,358,34426,6,0,0,Medium
LN100595,34,122260,28,Associate,Widowed,8851,48,9.69,Education,457,13.65,0,13735,308,60532,8,0,0,Low
LN100596,19,157129,24,Doctorate,Widowed,24796,36,12.83,Home,318,46.54,8,166583,623,89376,5,2,0,Low
LN100597,32,148259,8,Master,Single,15498,24,17.29,Business,354,24.95,3,47051,466,9933,1,0,0,Medium
LN100598,63,50916,2,Master,Widowed,37852,12,3.8,Home,320,32.62,3,125822,636,31979,8,0,0,Medium
LN100599,46,47268,25,Doctorate,Married,39592,48,16.74,Other,581,16.38,8,53693,678,45047,9,3,0,Medium
LN100600,67,195050,26,Master,Married,49845,60,19.12,Other,839,50.13,2,108942,541,4137,1,1,1,Low
LN100601,65,43259,35,Bachelor,Divorced,20930,36,4.03,Business,716,38.28,4,70152,459,11423,5,0,0,Medium
LN100602,69,99400,31,High School,Married,47881,60,4.25,Other,584,55.08,0,81919,534,89851,6,2,0,Medium
LN100603,39,54293,0,High School,Widowed,46590,24,9.18,Medical,831,34.77,5,30756,752,34482,4,4,0,Medium
LN100604,21,131581,15,High School,Single,26159,60,4.95,Business,831,57.07,2,135966,498,44156,2,0,1,Low
LN100605,69,27043,10,Bachelor,Divorced,34536,12,11.41,Medical,810,54.59,0,117412,776,52483,5,0,0,High
LN100606,23,127009,25,Master,Single,29252,36,15.52,Other,695,38.82,9,105531,332,34754,4,4,0,Low
LN100607,55,58893,39,Doctorate,Divorced,29003,36,12.85,Business,419,56.69,5,175304,707,36312,7,3,0,Low
LN100608,43,191714,0,Associate,Divorced,45186,12,6.74,Medical,396,26.15,9,54214,388,23363,6,1,0,Medium
LN100609,28,181940,25,Master,Single,40139,60,14.3,Other,419,28.28,1,70817,520,17085,3,3,0,Low
LN100610,43,46309,27,Bachelor,Married,44836,12,14.8,Education,836,12.27,7,64862,368,56889,9,2,0,High
LN100611,34,43284,8,Bachelor,Married,27205,48,18.89,Education,452,39.46,1,162108,593,79951,4,0,0,Low
LN100612,41,146801,21,High School,Married,35523,12,5.92,Home,544,46.1,3,150656,536,56414,5,3,0,Low
LN100613,45,133259,7,Master,Married,49627,60,14.92,Education,815,48.68,2,164380,459,47052,3,1,1,Low
LN100614,52,120804,26,High School,Single,12464,12,18.54,Medical,692,17.49,8,114084,589,86934,8,2,0,Medium
LN100615,48,89000,38,Associate,Widowed,22110,24,11.78,Education,442,32.21,1,29333,832,32691,7,3,0,Low
LN100616,30,104179,18,High School,Divorced,12121,12,9.47,Business,803,18.84,2,168021,634,72195,7,0,0,Low
LN100617,52,85049,24,Associate,Single,14840,12,6.32,Business,519,43.11,6,125361,801,86180,8,1,0,Low
LN100618,33,49265,37,Bachelor,Married,42080,60,17.8,Business,459,17.9,3,98330,545,54697,7,0,1,Medium
LN100619,32,43880,20,High School,Married,45768,48,10.01,Education,375,55.21,5,40288,622,3044,3,0,0,Medium
LN100620,60,104579,23,High School,Single,14461,48,18.76,Education,331,21.53,2,79588,628,3883,3,2,0,Medium
LN100621,35,151327,23,Doctorate,Divorced,25927,60,17.49,Home,633,24.57,0,116784,846,31712,2,1,0,Medium
LN100622,64,152574,18,Bachelor,Single,29398,60,9.71,Other,824,52.55,5,177339,638,84860,1,4,0,Low
LN100623,54,85424,1,Doctorate,Single,38086,60,12.97,Home,739,32.92,3,33175,470,21545,5,0,0,High
LN100624,65,90966,13,Associate,Widowed,20329,24,3.95,Medical,651,11.2,1,9915,409,18204,4,1,1,Medium
LN100625,65,192438,31,Associate,Single,20791,36,7.84,Business,638,34.73,6,82658,309,23268,2,0,1,Low
LN100626,66,178497,31,Bachelor,Widowed,19372,12,15.22,Education,699,14.23,9,110735,501,81298,1,3,0,Medium
LN100627,58,87396,27,Associate,Divorced,32354,60,14.69,Other,695,59.27,4,73454,556,93907,3,3,0,Medium
LN100628,44,91694,38,Bachelor,Single,49018,60,9.33,Other,501,39.41,5,191794,561,84383,6,1,0,Low
LN100629,52,156878,39,Associate,Single,26537,60,16.84,Education,829,22.83,5,96973,729,36139,2,2,0,Low
LN100630,69,37106,39,Master,Married,39370,48,7.39,Home,392,38.19,8,112342,806,75652,7,4,0,Low
LN100631,62,76731,12,High School,Single,30405,60,11.11,Other,657,13.84,1,197370,365,95661,7,3,0,High
LN100632,52,95010,11,Master,Married,46815,12,11.3,Home,695,49.99,5,14805,334,96940,3,2,0,Low
LN100633,45,52599,7,Bachelor,Married,28703,60,9.12,Education,359,56.27,8,172589,790,28436,1,4,0,Medium
LN100634,56,91326,14,Bachelor,Married,20234,12,19.25,Home,776,53.72,3,55716,553,68324,9,3,0,Low
LN100635,55,95706,25,Master,Divorced,12532,24,15.0,Business,300,27.09,5,134943,316,97685,5,4,0,Low
LN100636,26,29004,11,High School,Widowed,45134,36,12.4,Education,610,26.29,6,103793,560,4125,2,0,0,Low
LN100637,29,135018,26,High School,Married,40416,48,11.92,Education,467,11.75,0,38375,555,69142,8,1,0,Low
LN100638,32,45792,17,Doctorate,Single,11903,12,6.13,Other,491,42.57,4,177813,723,41534,4,3,0,Low
LN100639,38,74645,35,Associate,Single,23242,24,9.64,Other,333,36.75,3,111415,800,98524,7,3,0,Medium
LN100640,69,27232,26,Doctorate,Married,18788,36,14.6,Other,333,32.97,9,155220,585,86842,5,0,0,Medium
LN100641,52,74766,8,High School,Married,40249,36,18.76,Business,716,55.38,1,6834,306,42973,3,3,0,Medium
LN100642,59,140601,38,Master,Single,39588,36,16.97,Business,457,18.39,1,43680,796,76369,8,3,0,Low
LN100643,50,101588,0,Associate,Married,34513,12,8.46,Medical,799,10.48,1,129802,498,87533,2,3,1,High
LN100644,68,199614,6,Master,Widowed,48039,24,10.66,Education,665,13.67,6,4399,717,33521,1,3,0,High
LN100645,36,25913,25,Doctorate,Widowed,24542,60,4.87,Other,639,21.17,3,196163,351,95484,5,3,0,Low
LN100646,40,132406,6,Bachelor,Divorced,37294,24,5.19,Education,634,11.66,5,153834,542,7488,4,2,0,High
LN100647,30,133693,6,Master,Married,8684,24,11.26,Home,626,35.14,6,183081,518,39974,7,3,0,Low
LN100648,61,113449,7,Doctorate,Divorced,28795,24,12.25,Business,413,25.7,8,106908,817,42448,9,0,0,Medium
LN100649,18,30567,15,Doctorate,Divorced,8651,12,7.86,Medical,717,19.02,1,77493,408,7938,6,3,1,Low
LN100650,68,58379,2,Doctorate,Divorced,15431,12,14.11,Home,767,47.5,9,107035,650,51113,1,4,0,Medium
LN100651,46,20319,9,Bachelor,Married,15131,12,15.11,Education,442,20.22,8,183620,365,15770,8,4,1,Medium
LN100652,41,110005,6,Bachelor,Divorced,29091,24,8.44,Business,608,44.38,4,160412,309,52635,2,0,0,Low
LN100653,33,130990,20,Bachelor,Widowed,29845,12,16.01,Other,700,27.46,5,193437,501,72171,4,2,0,Medium
LN100654,42,24791,36,Associate,Divorced,29491,36,6.89,Home,619,35.59,5,127766,513,74165,3,0,0,Medium
LN100655,40,151401,30,Bachelor,Widowed,9830,12,12.48,Business,511,56.69,2,93674,367,57822,6,2,0,Medium
LN100656,45,81032,22,Bachelor,Widowed,33640,48,16.77,Education,616,11.87,9,82344,626,49934,2,1,0,High
LN100657,64,195150,26,Bachelor,Married,12334,12,12.36,Education,484,35.01,6,191862,349,65526,5,4,0,High
LN100658,33,108662,21,Master,Divorced,14304,12,18.48,Home,504,52.72,6,94779,316,97204,9,4,0,High
LN100659,60,41300,38,Bachelor,Married,22032,12,4.47,Home,663,39.4,7,199869,822,21487,3,4,0,High
LN100660,55,95700,26,Associate,Widowed,30755,12,13.21,Home,515,23.84,4,12809,605,53319,2,2,0,Low
LN100661,28,75609,3,Doctorate,Single,5016,48,12.77,Medical,545,29.88,1,149768,691,12869,2,0,0,Low
LN100662,20,110045,23,Master,Divorced,13308,60,14.4,Other,538,44.01,2,131306,423,74755,9,2,1,Low
LN100663,32,81901,22,High School,Married,34654,12,17.25,Business,690,54.54,8,183529,803,40797,6,4,0,High
LN100664,18,25703,18,Bachelor,Single,44244,36,15.48,Education,819,12.05,5,153963,524,56298,2,4,0,Low
LN100665,24,83115,2,Doctorate,Divorced,10942,48,16.54,Education,576,13.58,7,60151,617,82209,3,4,0,Low
LN100666,18,47676,26,Doctorate,Divorced,7693,60,8.27,Other,501,26.25,7,85661,772,82299,1,4,0,Low
LN100667,66,141332,2,Master,Married,20562,12,9.89,Home,513,21.64,4,195080,840,44933,2,1,0,Low
LN100668,49,196512,27,High School,Single,11259,60,13.84,Home,777,23.25,0,184560,657,76579,2,4,0,Low
LN100669,26,187995,16,Associate,Married,47236,36,12.63,Education,807,21.06,5,57632,782,9570,2,2,0,Medium
LN100670,46,49802,30,Doctorate,Divorced,9942,48,19.36,Other,374,19.79,6,120847,728,6886,7,4,0,Low
LN100671,43,110331,9,Doctorate,Divorced,41556,48,6.58,Education,441,16.53,8,67533,796,67494,3,3,0,Medium
LN100672,40,144786,21,Doctorate,Widowed,5371,60,9.3,Home,621,56.7,1,114459,771,43087,4,1,1,High
LN100673,62,85169,29,Doctorate,Divorced,32383,12,12.95,Business,760,17.21,1,72889,599,90177,2,4,1,Medium
LN100674,60,88147,20,Master,Divorced,28404,24,17.82,Home,445,20.22,9,85239,383,67719,5,3,1,Low
LN100675,46,42075,35,High School,Single,12120,48,18.83,Business,353,22.31,0,102511,676,94606,9,2,0,High
LN100676,69,102015,22,Doctorate,Single,10702,24,9.04,Medical,655,56.65,4,58942,612,3774,9,1,0,Medium
LN100677,55,29304,37,Associate,Widowed,13347,48,4.61,Other,576,47.79,1,10275,619,29018,7,4,0,Low
LN100678,50,149851,11,Associate,Widowed,40429,12,10.46,Medical,699,49.48,2,20965,503,85839,8,2,0,Medium
LN100679,24,140729,24,Bachelor,Widowed,44419,12,10.01,Home,815,15.24,1,98955,654,14272,5,3,0,Medium
LN100680,29,79622,19,Doctorate,Married,30040,48,19.78,Other,798,51.82,3,115178,593,22586,5,1,0,Medium
LN100681,48,74215,6,Doctorate,Married,42646,60,10.61,Home,610,30.41,2,167926,803,33545,3,4,1,Low
LN100682,49,93973,28,Doctorate,Widowed,42083,12,8.54,Other,570,23.14,8,148045,444,2566,6,2,0,Medium
LN100683,37,128654,28,Doctorate,Married,27542,12,9.53,Other,748,38.79,9,90086,838,76489,1,1,0,Medium
LN100684,68,163593,12,Doctorate,Divorced,47733,36,10.05,Home,411,51.11,1,27878,316,65355,3,3,0,Low
LN100685,34,44028,2,Associate,Widowed,13308,12,17.06,Home,538,48.93,6,126664,338,31696,2,4,0,Medium
LN100686,53,59328,1,High School,Widowed,44242,36,4.84,Other,443,54.5,2,149177,429,72940,7,1,0,Low
LN100687,20,47301,15,High School,Married,39142,12,8.72,Other,673,56.41,9,114174,414,98382,9,3,0,Medium
LN100688,18,58015,29,Bachelor,Single,49163,12,19.44,Home,319,21.91,7,65746,749,67117,4,3,0,Low
LN100689,67,56845,37,Associate,Widowed,35690,60,6.03,Home,588,31.19,3,100458,344,79602,7,2,0,Low
LN100690,44,106818,5,Doctorate,Married,12393,60,15.75,Education,496,10.73,3,129684,515,40735,8,3,0,High
LN100691,64,96394,6,High School,Married,9403,12,9.38,Education,681,53.97,8,40935,714,73375,2,3,0,Medium
LN100692,57,195231,4,Master,Single,8546,48,13.1,Education,791,17.73,2,33784,564,50637,7,0,0,Low
LN100693,50,63714,6,Master,Widowed,41745,48,5.14,Medical,463,53.07,6,163673,739,22129,3,3,0,Medium
LN100694,37,100722,33,Master,Single,33893,12,8.56,Other,548,26.47,0,40865,680,30845,8,4,0,Medium
LN100695,31,45230,31,Doctorate,Divorced,14388,48,11.76,Business,367,28.41,6,98081,600,79449,6,1,0,High
LN100696,53,112554,12,Doctorate,Single,46756,12,7.32,Medical,320,11.96,9,79701,470,66500,3,4,0,Medium
LN100697,22,69262,29,Bachelor,Single,41660,60,12.44,Other,811,26.34,1,150688,705,10739,8,4,0,Medium
LN100698,40,61722,24,Bachelor,Married,28708,24,7.13,Business,689,54.42,5,12654,654,58172,3,2,1,High
LN100699,62,197431,20,Bachelor,Single,29726,36,14.23,Education,835,11.28,8,18830,460,2673,9,0,0,Medium
LN100700,32,82796,20,Master,Divorced,19008,48,18.42,Business,410,30.32,5,148277,325,31171,3,0,0,Low
LN100701,23,191231,27,Doctorate,Married,41017,48,4.91,Home,759,11.57,2,43425,382,89179,1,4,0,Medium
LN100702,50,107052,19,Master,Divorced,5111,60,7.07,Home,377,28.55,0,78355,472,10624,2,1,0,Medium
LN100703,36,120808,33,Bachelor,Single,22545,48,17.43,Other,733,18.63,3,167923,369,66764,4,0,0,Medium
LN100704,30,156311,4,Doctorate,Divorced,45168,12,13.92,Medical,679,22.61,3,109039,305,52930,2,0,0,Low
LN100705,46,111951,17,Associate,Divorced,7379,12,4.8,Education,739,53.88,7,139024,494,34608,4,4,0,Medium
LN100706,23,70886,38,High School,Single,35237,24,11.52,Other,638,31.8,9,48405,824,49649,4,0,0,Low
LN100707,32,123424,10,High School,Single,26810,24,6.96,Education,723,23.69,9,6391,362,82456,4,2,0,Low
LN100708,33,178267,16,Bachelor,Married,46120,24,6.79,Home,468,39.47,6,194540,312,19689,1,4,0,Low
LN100709,41,124697,21,Master,Married,22809,12,19.02,Medical,561,17.11,9,16091,504,63503,9,0,0,Medium
LN100710,40,116299,36,Associate,Widowed,13469,24,16.07,Medical,528,22.97,6,31237,339,72660,7,0,0,Low
LN100711,65,185746,19,Doctorate,Married,32967,24,14.99,Home,460,37.31,6,114268,464,42124,2,0,0,Medium
LN100712,27,169177,5,Master,Single,14748,12,7.44,Business,726,21.88,1,59353,330,96875,3,4,1,Medium
LN100713,58,180811,33,Bachelor,Divorced,28424,60,5.46,Medical,421,43.96,8,75500,828,7587,8,1,0,Medium
LN100714,58,183041,13,Master,Divorced,25976,48,17.87,Business,448,34.57,5,172754,697,3527,7,3,0,Medium
